,did,cid,cname
18012,23572,9329022,"261A -001 -Schwarz, Albert"
18013,23572,9329023,"271 -001 -Saito, Naoki"
18014,23572,9329024,280 -001 -The Staff
18015,23572,9329025,280 -002 -The Staff
18016,23572,9329026,290 -000 -The Staff
18017,23572,9329027,"290 -001 -Jacob, Adam"
18018,23572,9329028,"290 -002 -Guy, Robert"
18019,23572,9329029,"290 -003 -Mulase, Motohico"
18020,23572,9329030,"290 -004 -Romik, Dan"
18021,23572,9329031,"290 -005 -Schwarz, Albert"
18022,23572,9329032,"290 -006 -Walcott, Samuel"
18023,23572,9329033,"290 -007 -Fannjiang, Albert"
18024,23572,9329034,"290 -008 -Shkoller, Steve"
18025,23572,9329035,"290 -009 -Vazirani, Monica"
18026,23572,9329036,"290 -010 -Shkoller, Steve"
18027,23572,9329037,"290 -011 -Luli, Garving"
18028,23572,9329038,"290 -012 -Vazirani, Monica"
18029,23572,9329039,"290 -013 -Hass, Joel"
18030,23572,9329040,"290 -014 -Carlsson, Erik"
18031,23572,9329041,"290 -015 -Bremer, James"
18032,23572,9329042,"290 -016 -Mulase, Motohico"
18033,23572,9329043,"290 -017 -Schwarz, Albert"
18034,23572,9329044,"290 -018 -Fuchs, Dmitry"
18035,23572,9329045,"290 -019 -Benham, Craig"
18036,23572,9329046,"290 -020 -Nachtergaele, Bruno"
18037,23572,9329047,"290 -021 -Soshnikov, Alexander"
18038,23572,9329048,"290 -022 -D'Souza, Raissa"
18039,23572,9329049,"290 -023 -Kuperberg, Gregory"
18040,23572,9329050,"290 -024 -Hunter, John"
18041,23572,9329051,"290 -025 -Osserman, Brian"
18042,23572,9329052,"290 -026 -Morris, Benjamin"
18043,23572,9329053,"290 -028 -Nachtergaele, Bruno"
18044,23572,9329054,"290 -030 -Berget, Andrew"
18045,23572,9329055,"290 -032 -Gravner, Janko"
18046,23572,9329056,"290 -033 -Shkoller, Steve"
18047,23572,9329057,"290 -038 -Fannjiang, Albert"
18048,23572,9329058,"290 -040 -Dimofte, Tudor"
18049,23572,9329059,"290 -042 -Saito, Naoki"
18050,23572,9329060,"290 -044 -Strohmer, Thomas"
18051,23572,9329061,"290 -046 -Schilling, Anne"
18052,23572,9329062,"290 -047 -Sornborger, Andrew"
18053,23572,9329063,"290 -048 -Schultens, Jennifer"
18054,23572,9329064,"290 -064 -De Loera, Jesus"
18055,23572,9329065,"290 -065 -Saito, Naoki"
18056,23572,9329066,"290 -066 -Kapovich, Michael"
18057,23572,9329067,"290 -067 -Koroteev, Peter"
18058,23572,9329068,"290 -068 -Mogilner, Alexander"
18059,23572,9329069,"290 -075 -Schwarz, Albert"
18060,23572,9329070,"290 -076 -Morris, Benjamin"
18061,23572,9329071,"290 -077 -Kapovich, Michael"
18062,23572,9329072,"290 -078 -Berget, Andrew"
18063,23572,9329073,"290 -079 -Hunter, John"
18064,23572,9329074,"290 -080 -Koeppe, Matthias"
18065,23572,9329075,"290 -081 -Kapovich, Michael"
18066,23572,9329076,"290 -082 -Berget, Andrew"
18067,23572,9329077,"290 -083 -Pizzo, Alessandro"
18068,23572,9329078,"290 -084 -Jones, Brant"
18069,23572,9329079,298 -000 -The Staff
18070,23572,9329080,"298 -001 -Schultens, Jennifer"
18071,23572,9329081,"298 -002 -Mulase, Motohico"
18072,23572,9329082,"298 -003 -Koeppe, Matthias"
18073,23572,9329083,"298 -012 -Biello, Joseph"
18074,23572,9329084,298 -015 -The Staff
18075,23572,9329085,298 -016 -The Staff
18076,23572,9329086,298 -018 -The Staff
18077,23572,9329087,298 -020 -The Staff
18078,23572,9329088,298 -024 -The Staff
18079,23572,9329089,298 -042 -The Staff
18080,23572,9329090,298 -065 -The Staff
18081,23572,9329091,298 -066 -The Staff
18082,23572,9329092,298 -067 -The Staff
18083,23572,9329093,298 -068 -The Staff
18084,23572,9329094,299 -000 -The Staff
18085,23572,9329095,"299 -001 -Jacob, Adam"
18086,23572,9329096,"299 -002 -Liu, Fu"
18087,23572,9329097,"299 -003 -Waldron, Andrew"
18088,23572,9329098,"299 -004 -Puckett, Elbridge"
18089,23572,9329099,"299 -005 -Hunter, John"
18090,23572,9329100,"299 -006 -Schipper, Burkhard"
18091,23572,9329101,"299 -007 -Tracy, Craig"
18092,23572,9329102,"299 -008 -Romik, Dan"
18093,23572,9329103,"299 -009 -Osserman, Brian"
18094,23572,9329104,"299 -010 -Biello, Joseph"
18095,23572,9329105,"299 -011 -Goldman, Mark"
18096,23572,9329106,"299 -012 -Walcott, Samuel"
18097,23572,9329107,"299 -013 -Woodruff, David"
18098,23572,9329108,"299 -014 -Puckett, Elbridge"
18099,23572,9329109,"299 -015 -Babson, Eric"
18100,23572,9329110,"299 -016 -Koeppe, Matthias"
18101,23572,9329111,"299 -017 -Dimofte, Tudor"
18102,23572,9329112,"299 -018 -Fuchs, Dmitry"
18103,23572,9329113,"299 -019 -Benham, Craig"
18104,23572,9329114,"299 -020 -Arsuaga, Francisco"
18105,23572,9329115,"299 -021 -Friedlander, Michael"
18106,23572,9329116,"299 -022 -De Loera, Jesus"
18107,23572,9329117,"299 -023 -Hass, Joel"
18108,23572,9329118,"299 -024 -Thompson, Abigail"
18109,23572,9329119,"299 -025 -Nachtergaele, Bruno"
18110,23572,9329120,"299 -026 -Temple, J."
18111,23572,9329121,"299 -027 -Xia, Qinglan"
18112,23572,9329122,"299 -028 -Lewis, Timothy"
18113,23572,9329123,"299 -029 -Babson, Eric"
18114,23572,9329124,"299 -030 -Soshnikov, Alexander"
18115,23572,9329125,"299 -031 -D'Souza, Raissa"
18116,23572,9329126,"299 -032 -Gravner, Janko"
18117,23572,9329127,"299 -033 -Shkoller, Steve"
18118,23572,9329128,"299 -034 -Schipper, Burkhard"
18119,23572,9329129,"299 -035 -Crutchfield, James"
18120,23572,9329130,"299 -036 -Kuperberg, Gregory"
18121,23572,9329131,"299 -037 -Bai, Zhaojun"
18122,23572,9329132,"299 -038 -Guy, Robert"
18123,23572,9329133,"299 -039 -Freund, Roland"
18124,23572,9329134,"299 -040 -Wets, Roger"
18125,23572,9329135,"299 -041 -Soshnikov, Alexander"
18126,23572,9329136,"299 -042 -Saito, Naoki"
18127,23572,9329137,"299 -044 -Strohmer, Thomas"
18128,23572,9329138,"299 -046 -Schilling, Anne"
18129,23572,9329139,"299 -047 -Li, Xiaodong"
18130,23572,9329140,"299 -048 -Thompson, Abigail"
18131,23572,9329141,"299 -050 -Sharpnack, James"
18132,23572,9329142,"299 -051 -Hastings, Alan"
18133,23572,9329143,"299 -052 -Fannjiang, Albert"
18134,23572,9329144,"299 -053 -Rocke, David"
18135,23572,9329145,"299 -054 -Luli, Garving"
18136,23572,9329146,"299 -055 -Morris, Benjamin"
18137,23572,9329147,"299 -056 -Mulase, Motohico"
18138,23572,9329148,"299 -064 -Rademacher, Luis"
18139,23572,9329149,"299 -065 -Kapovich, Michael"
18140,23572,9329150,"299 -066 -Schreiber, Sebastian"
18141,23572,9329151,"299 -067 -Gorskiy, Evgeny"
18142,23572,9329152,"299 -068 -Vazirani, Monica"
18143,23572,9329153,299D -000 -The Staff
18144,23572,9329154,"299D -001 -Jensen, Niels"
18145,23572,9329155,"299D -002 -Gorskiy, Evgeny"
18146,23572,9329156,"299D -003 -Koeppe, Matthias"
18147,23572,9329157,"299D -004 -Bai, Zhaojun"
18148,23572,9329158,"299D -005 -Hunter, John"
18149,23572,9329159,"299D -006 -Cheer, Angela"
18150,23572,9329160,"299D -007 -Tracy, Craig"
18151,23572,9329161,"299D -008 -Osserman, Brian"
18152,23572,9329162,"299D -009 -D'Souza, Raissa"
18153,23572,9329163,"299D -010 -Morris, Benjamin"
18154,23572,9329164,"299D -011 -Friedlander, Michael"
18155,23572,9329165,"299D -012 -Xia, Qinglan"
18156,23572,9329166,"299D -013 -Babson, Eric"
18157,23572,9329167,"299D -014 -Puckett, Elbridge"
18158,23572,9329168,"299D -015 -Soshnikov, Alexander"
18159,23572,9329169,"299D -016 -Mulase, Motohico"
18160,23572,9329170,"299D -017 -Schwarz, Albert"
18161,23572,9329171,"299D -018 -Fuchs, Dmitry"
18162,23572,9329172,"299D -019 -Benham, Craig"
18163,23572,9329173,"299D -020 -Mogilner, Alexander"
18164,23572,9329174,"299D -021 -Lewis, Timothy"
18165,23572,9329175,"299D -022 -De Loera, Jesus"
18166,23572,9329176,"299D -023 -Wets, Roger"
18167,23572,9329177,"299D -024 -Thompson, Abigail"
18168,23572,9329178,"299D -025 -Nachtergaele, Bruno"
18169,23572,9329179,"299D -026 -Biello, Joseph"
18170,23572,9329180,"299D -032 -Gravner, Janko"
18171,23572,9329181,"299D -033 -Shkoller, Steve"
18172,23572,9329182,"299D -036 -Kuperberg, Gregory"
18173,23572,9329183,"299D -038 -Fannjiang, Albert"
18174,23572,9329184,"299D -040 -Schultens, Jennifer"
18175,23572,9329185,"299D -042 -Saito, Naoki"
18176,23572,9329186,"299D -044 -Strohmer, Thomas"
18177,23572,9329187,"299D -046 -Schilling, Anne"
18178,23572,9329188,"299D -047 -Waldron, Andrew"
18179,23572,9329189,"299D -048 -Liu, Fu"
18180,23572,9329190,"299D -050 -Li, Xiaodong"
18181,23572,9329191,"299D -051 -Hastings, Alan"
18182,23572,9329192,"299D -052 -Vazquez, Mariel"
18183,23572,9329193,"299D -053 -Rocke, David"
18184,23572,9329194,"299D -054 -Schultens, Jennifer"
18185,23572,9329195,"299D -055 -Guy, Robert"
18186,23572,9329196,"299D -056 -Freund, Roland"
18187,23572,9329197,"299D -064 -Hass, Joel"
18188,23572,9329198,"299D -065 -Kapovich, Michael"
18189,23572,9329199,"299D -066 -Schreiber, Sebastian"
18190,23572,9329200,"299D -067 -Crutchfield, James"
18191,23572,9329201,"299D -068 -Vazirani, Monica"
18192,23572,9329202,399 -000 -The Staff
18193,23572,9329203,399 -001 -The Staff
18194,23572,9329204,399 -002 -The Staff
18195,23572,9329205,399 -003 -The Staff
18196,23573,9329206,099 -000 -The Staff
18197,23573,9329207,"099 -001 -Armstrong, Peter"
18198,23573,9329208,"099 -002 -Chan, Simon"
18199,23573,9329209,099 -003 -The Staff
18200,23573,9329210,"099 -004 -Kimsey, Robert"
18201,23573,9329211,"099 -005 -Cheng, R. Holland"
18202,23573,9329212,"099 -006 -Benton, Hilary"
18203,23573,9329213,"099 -007 -Burgess, Sean"
18204,23573,9329214,"099 -008 -Mcnally, Francis"
18205,23573,9329215,"099 -009 -Fraser, Christopher"
18206,23573,9329216,"099 -010 -Britt, Anne"
18207,23573,9329217,"099 -011 -Britt, R"
18208,23573,9329218,"099 -012 -Bruening, George"
18209,23573,9329219,"099 -013 -Burtis, Kenneth"
18210,23573,9329220,"099 -014 -Callis, Judy"
18211,23573,9329221,"099 -015 -Korf, Ian"
18212,23573,9329222,"099 -016 -Chang, Ernest"
18213,23573,9329223,"099 -017 -Lindsay, Leann"
18214,23573,9329224,"099 -018 -Al-Bassam, Jawdat"
18215,23573,9329225,"099 -019 -Kaplan, Kenneth"
18216,23573,9329226,"099 -020 -Xu, Lifeng"
18217,23573,9329227,"099 -021 -Rubin, Carol"
18218,23573,9329228,"099 -022 -Kimbrell, Deborah"
18219,23573,9329229,"099 -023 -Crowe, John"
18220,23573,9329230,"099 -024 -Dahmus, Michael"
18221,23573,9329231,099 -025 -The Staff
18222,23573,9329232,"099 -026 -Oneill, Sharman"
18223,23573,9329233,"099 -027 -Ducore, Jonathan"
18224,23573,9329234,"099 -028 -Erickson, Carol"
18225,23573,9329235,"099 -029 -Etzler, Marilynn"
18226,23573,9329236,"099 -030 -Fairclough, Robert"
18227,23573,9329237,"099 -031 -Fisher, Andrew"
18228,23573,9329238,"099 -032 -Fitzgerald, Paul"
18229,23573,9329239,"099 -033 -Gasser, Charles"
18230,23573,9329240,"099 -034 -Liu, Bo"
18231,23573,9329241,"099 -035 -Shiozaki, Kazuhiro"
18232,23573,9329242,"099 -036 -Kliebenstein, Daniel"
18233,23573,9329243,"099 -037 -Hammock, Bruce"
18234,23573,9329244,"099 -038 -Fiehn, Oliver"
18235,23573,9329245,"099 -039 -Harada, John"
18236,23573,9329246,"099 -040 -Harmer, Stacey"
18237,23573,9329247,"099 -041 -Hedrick, Jerry"
18238,23573,9329248,"099 -042 -Ori-Mckenney, Kassan"
18239,23573,9329249,"099 -043 -Hjelmeland, Leonard"
18240,23573,9329250,"099 -044 -Wilson, David"
18241,23573,9329251,"099 -045 -Hunter, Neil"
18242,23573,9329252,"099 -046 -Powers, Ted Edmund"
18243,23573,9329253,"099 -047 -Jue, Thomas"
18244,23573,9329254,"099 -048 -Murphy, Terence"
18245,23573,9329255,"099 -049 -Kiger, John"
18246,23573,9329256,"099 -050 -Carrasco Garcia, Sil"
18247,23573,9329257,"099 -051 -Kowalczykowski, Step"
18248,23573,9329258,"099 -052 -Labavitch, J"
18249,23573,9329259,"099 -053 -Lagarias, J"
18250,23573,9329260,"099 -054 -Leal, Walter"
18251,23573,9329261,"099 -055 -Last, Jerold"
18252,23573,9329262,"099 -056 -Baldwin, Enoch"
18253,23573,9329263,"099 -057 -Engebrecht, Joanne"
18254,23573,9329264,"099 -058 -Lucas, William"
18255,23573,9329265,"099 -059 -Luciw, Paul"
18256,23573,9329266,"099 -060 -Leary, Julie"
18257,23573,9329267,"099 -061 -Stahlberg, Henning"
18258,23573,9329268,"099 -062 -Matthews, Harry"
18259,23573,9329269,"099 -063 -Chedin, Frederic"
18260,23573,9329270,"099 -064 -Meares, Claude"
18261,23573,9329271,"099 -065 -Sundaresan, Venkates"
18262,23573,9329272,"099 -066 -Ellefson Crowder, Ma"
18263,23573,9329273,"099 -067 -Rose, Alan"
18264,23573,9329274,"099 -068 -Mulloney, Brian"
18265,23573,9329275,"099 -069 -Natzle, Jeanette"
18266,23573,9329276,"099 -070 -Lin, Su-Ju"
18267,23573,9329277,"099 -071 -Oneill, Sharman"
18268,23573,9329278,"099 -072 -Pappone, Pamela"
18269,23573,9329279,"099 -073 -Pessah, Isaac"
18270,23573,9329280,"099 -074 -Phillips, Donald"
18271,23573,9329281,"099 -075 -Powell, Jerry"
18272,23573,9329282,"099 -076 -Bowman, John"
18273,23573,9329283,"099 -077 -Privalsky, Martin"
18274,23573,9329284,"099 -078 -Radke, Kathryn"
18275,23573,9329285,"099 -079 -Rice, Robert"
18276,23573,9329286,"099 -080 -Rucker, Robert"
18277,23573,9329287,"099 -081 -Ryu, Dewey"
18278,23573,9329288,"099 -082 -Schmid, Carl"
18279,23573,9329289,"099 -083 -Scholey, Jonathan"
18280,23573,9329290,"099 -084 -Segel, Irwin"
18281,23573,9329291,"099 -085 -Segel, Leigh"
18282,23573,9329292,"099 -086 -Starr, Daniel"
18283,23573,9329293,"099 -087 -Smith, Gary"
18284,23573,9329294,"099 -088 -Dinesh-Kumar, Savith"
18285,23573,9329295,"099 -089 -Draper, Bruce"
18286,23573,9329296,"099 -090 -Toney, Michael"
18287,23573,9329297,"099 -091 -Tappel, A"
18288,23573,9329298,"099 -092 -Theg, Steven"
18289,23573,9329299,"099 -093 -Quiros, Carlos"
18290,23573,9329300,"099 -094 -Torres, Jose"
18291,23573,9329301,"099 -095 -Abel, Steffen"
18292,23573,9329302,"099 -096 -Heyer, Wolf"
18293,23573,9329303,"099 -097 -Myles, Diana"
18294,23573,9329304,"099 -098 -Rannala, Bruce"
18295,23573,9329305,"099 -099 -Vulliet, Philip"
18296,23573,9329306,"099 -100 -Walsh, Donal"
18297,23573,9329307,"099 -101 -Turelli, Michael"
18298,23573,9329308,"099 -102 -Williamson, Valerie"
18299,23573,9329309,"099 -103 -Wilson, Martin"
18300,23573,9329310,"099 -104 -Langley, Charles"
18301,23573,9329311,"099 -105 -Yoder, John"
18302,23573,9329312,"099 -106 -Ziboh, Vincent"
18303,23573,9329313,"099 -107 -Rodriguez, Raymond"
18304,23573,9329314,"099 -108 -Sanders, Mark"
18305,23573,9329315,"099 -109 -Hilt, Kenneth"
18306,23573,9329316,"099 -110 -Morand, Larry"
18307,23573,9329317,"099 -111 -Edwards, Benjamin"
18308,23573,9329318,"099 -112 -Dvorak, Jan"
18309,23573,9329319,"099 -113 -Michelmore, Richard"
18310,23573,9329320,"099 -114 -Nunnari, Jodi"
18311,23573,9329321,"099 -115 -Rose, Lesilee"
18312,23573,9329322,"099 -116 -Sawai, Earl"
18313,23573,9329323,099 -117 -The Staff
18314,23573,9329324,"099 -118 -Lott, Susan"
18315,23573,9329325,099 -119 -The Staff
18316,23573,9329326,"099 -120 -Juliano, Celina"
18317,23573,9329327,"099 -121 -Monfared, Mona"
18318,23573,9329328,099 -122 -The Staff
18319,23573,9329329,"099 -123 -Arsuaga, Francisco"
18320,23573,9329330,"099 -124 -Nord, Alexander"
18321,23573,9329331,"099 -125 -Comai, Luca"
18322,23573,9329332,"099 -126 -Mckenney, Richard"
18323,23573,9329333,099 -586 -The Staff
18324,23573,9329334,"120 -001 -Hilt, Kenneth"
18325,23573,9361428,120L -ALL -
18326,23573,9296874,"121 -001 -Juliano, Celina"
18327,23573,9298048,"126 -001 -Tian, Li"
18328,23573,9329337,"139 -001 -Callis, Judy"
18329,23573,9310188,"140L -001 -Kaplan, Kenneth"
18330,23573,9329338,"148 -001 -Mcnally, Francis"
18331,23573,9329339,"160L -001 -Ori-Mckenney, Kassan"
18332,23573,9329340,"163 -001 -Rose, Lesilee"
18333,23573,9329341,"164 -001 -Burgess, Sean"
18334,23573,9310189,"182 -001 -Korf, Ian"
18335,23573,9329342,190C -000 -The Staff
18336,23573,9329343,"190C -001 -Armstrong, Peter"
18337,23573,9329344,"190C -002 -Chan, Simon"
18338,23573,9329345,190C -003 -The Staff
18339,23573,9329346,"190C -004 -Kimsey, Robert"
18340,23573,9329347,"190C -005 -Cheng, R. Holland"
18341,23573,9329348,"190C -006 -Benton, Hilary"
18342,23573,9329349,"190C -007 -Burgess, Sean"
18343,23573,9329350,"190C -008 -Mcnally, Francis"
18344,23573,9329351,"190C -009 -Fraser, Christopher"
18345,23573,9329352,"190C -010 -Britt, Anne"
18346,23573,9329353,"190C -011 -Britt, R"
18347,23573,9329354,"190C -012 -Bruening, George"
18348,23573,9329355,"190C -013 -Burtis, Kenneth"
18349,23573,9329356,"190C -014 -Callis, Judy"
18350,23573,9329357,"190C -015 -Korf, Ian"
18351,23573,9329358,"190C -016 -Chang, Ernest"
18352,23573,9329359,"190C -017 -Lindsay, Leann"
18353,23573,9329360,"190C -018 -Al-Bassam, Jawdat"
18354,23573,9329361,"190C -019 -Kaplan, Kenneth"
18355,23573,9329362,"190C -020 -Xu, Lifeng"
18356,23573,9329363,"190C -021 -Rubin, Carol"
18357,23573,9329364,"190C -022 -Kimbrell, Deborah"
18358,23573,9329365,"190C -023 -Crowe, John"
18359,23573,9329366,"190C -024 -Dahmus, Michael"
18360,23573,9329367,190C -025 -The Staff
18361,23573,9329368,"190C -026 -Oneill, Sharman"
18362,23573,9329369,"190C -027 -Ducore, Jonathan"
18363,23573,9329370,"190C -028 -Erickson, Carol"
18364,23573,9329371,"190C -029 -Etzler, Marilynn"
18365,23573,9329372,"190C -030 -Fairclough, Robert"
18366,23573,9329373,"190C -031 -Fisher, Andrew"
18367,23573,9329374,"190C -032 -Fitzgerald, Paul"
18368,23573,9329375,"190C -033 -Gasser, Charles"
18369,23573,9329376,"190C -034 -Liu, Bo"
18370,23573,9329377,"190C -035 -Shiozaki, Kazuhiro"
18371,23573,9329378,"190C -036 -Kliebenstein, Daniel"
18372,23573,9329379,"190C -037 -Hammock, Bruce"
18373,23573,9329380,"190C -038 -Fiehn, Oliver"
18374,23573,9329381,"190C -039 -Harada, John"
18375,23573,9329382,"190C -040 -Harmer, Stacey"
18376,23573,9329383,"190C -041 -Hedrick, Jerry"
18377,23573,9329384,"190C -042 -Ori-Mckenney, Kassan"
18378,23573,9329385,"190C -043 -Hjelmeland, Leonard"
18379,23573,9329386,"190C -044 -Wilson, David"
18380,23573,9329387,"190C -045 -Hunter, Neil"
18381,23573,9329388,"190C -046 -Powers, Ted Edmund"
18382,23573,9329389,"190C -047 -Jue, Thomas"
18383,23573,9329390,"190C -048 -Murphy, Terence"
18384,23573,9329391,"190C -049 -Kiger, John"
18385,23573,9329392,"190C -050 -Carrasco Garcia, Sil"
18386,23573,9329393,"190C -051 -Kowalczykowski, Step"
18387,23573,9329394,"190C -052 -Labavitch, J"
18388,23573,9329395,"190C -053 -Lagarias, J"
18389,23573,9329396,"190C -054 -Leal, Walter"
18390,23573,9329397,"190C -055 -Last, Jerold"
18391,23573,9329398,"190C -056 -Baldwin, Enoch"
18392,23573,9329399,"190C -057 -Engebrecht, Joanne"
18393,23573,9329400,"190C -058 -Lucas, William"
18394,23573,9329401,"190C -059 -Luciw, Paul"
18395,23573,9329402,"190C -060 -Leary, Julie"
18396,23573,9329403,"190C -061 -Stahlberg, Henning"
18397,23573,9329404,"190C -062 -Matthews, Harry"
18398,23573,9329405,"190C -063 -Chedin, Frederic"
18399,23573,9329406,"190C -064 -Meares, Claude"
18400,23573,9329407,"190C -065 -Sundaresan, Venkates"
18401,23573,9329408,"190C -066 -Ellefson Crowder, Ma"
18402,23573,9329409,"190C -067 -Rose, Alan"
18403,23573,9329410,"190C -068 -Mulloney, Brian"
18404,23573,9329411,"190C -069 -Natzle, Jeanette"
18405,23573,9329412,"190C -070 -Lin, Su-Ju"
18406,23573,9329413,"190C -071 -Oneill, Sharman"
18407,23573,9329414,"190C -072 -Pappone, Pamela"
18408,23573,9329415,"190C -073 -Pessah, Isaac"
18409,23573,9329416,"190C -074 -Phillips, Donald"
18410,23573,9329417,"190C -075 -Powell, Jerry"
18411,23573,9329418,"190C -076 -Bowman, John"
18412,23573,9329419,"190C -077 -Privalsky, Martin"
18413,23573,9329420,"190C -078 -Radke, Kathryn"
18414,23573,9329421,"190C -079 -Rice, Robert"
18415,23573,9329422,"190C -080 -Rucker, Robert"
18416,23573,9329423,"190C -081 -Ryu, Dewey"
18417,23573,9329424,"190C -082 -Schmid, Carl"
18418,23573,9329425,"190C -083 -Scholey, Jonathan"
18419,23573,9329426,"190C -084 -Segel, Irwin"
18420,23573,9329427,"190C -085 -Segel, Leigh"
18421,23573,9329428,"190C -086 -Starr, Daniel"
18422,23573,9329429,"190C -087 -Smith, Gary"
18423,23573,9329430,"190C -088 -Dinesh-Kumar, Savith"
18424,23573,9329431,"190C -089 -Draper, Bruce"
18425,23573,9329432,"190C -090 -Toney, Michael"
18426,23573,9329433,"190C -091 -Tappel, A"
18427,23573,9329434,"190C -092 -Theg, Steven"
18428,23573,9329435,"190C -093 -Quiros, Carlos"
18429,23573,9329436,"190C -094 -Torres, Jose"
18430,23573,9329437,"190C -095 -Abel, Steffen"
18431,23573,9329438,"190C -096 -Heyer, Wolf"
18432,23573,9329439,"190C -097 -Myles, Diana"
18433,23573,9329440,190C -098 -The Staff
18434,23573,9329441,"190C -099 -Vulliet, Philip"
18435,23573,9329442,"190C -100 -Walsh, Donal"
18436,23573,9329443,190C -101 -The Staff
18437,23573,9329444,"190C -102 -Williamson, Valerie"
18438,23573,9329445,"190C -103 -Wilson, Martin"
18439,23573,9329446,190C -104 -The Staff
18440,23573,9329447,"190C -105 -Yoder, John"
18441,23573,9329448,"190C -106 -Ziboh, Vincent"
18442,23573,9329449,"190C -107 -Rodriguez, Raymond"
18443,23573,9329450,"190C -108 -Sanders, Mark"
18444,23573,9329451,"190C -109 -Hilt, Kenneth"
18445,23573,9329452,"190C -110 -Morand, Larry"
18446,23573,9329453,"190C -111 -Edwards, Benjamin"
18447,23573,9329454,"190C -112 -Dvorak, Jan"
18448,23573,9329455,"190C -113 -Michelmore, Richard"
18449,23573,9329456,"190C -114 -Nunnari, Jodi"
18450,23573,9329457,"190C -115 -Rose, Lesilee"
18451,23573,9329458,"190C -116 -Sawai, Earl"
18452,23573,9329459,190C -117 -The Staff
18453,23573,9329460,"190C -118 -Lott, Susan"
18454,23573,9329461,190C -119 -The Staff
18455,23573,9329462,"190C -120 -Juliano, Celina"
18456,23573,9329463,"190C -121 -Monfared, Mona"
18457,23573,9329464,190C -122 -The Staff
18458,23573,9329465,"190C -123 -Arsuaga, Francisco"
18459,23573,9329466,"190C -124 -Nord, Alexander"
18460,23573,9329467,"190C -125 -Comai, Luca"
18461,23573,9329468,"190C -126 -Mckenney, Richard"
18462,23573,9329469,192 -000 -The Staff
18463,23573,9329470,"192 -001 -Armstrong, Peter"
18464,23573,9329471,"192 -002 -Chan, Simon"
18465,23573,9329472,192 -003 -The Staff
18466,23573,9329473,"192 -004 -Kimsey, Robert"
18467,23573,9329474,"192 -005 -Cheng, R. Holland"
18468,23573,9329475,"192 -006 -Benton, Hilary"
18469,23573,9329476,"192 -007 -Burgess, Sean"
18470,23573,9329477,"192 -008 -Mcnally, Francis"
18471,23573,9329478,"192 -009 -Fraser, Christopher"
18472,23573,9329479,"192 -010 -Britt, Anne"
18473,23573,9329480,"192 -011 -Britt, R"
18474,23573,9329481,"192 -012 -Bruening, George"
18475,23573,9329482,"192 -013 -Burtis, Kenneth"
18476,23573,9329483,"192 -014 -Callis, Judy"
18477,23573,9329484,"192 -015 -Korf, Ian"
18478,23573,9329485,"192 -016 -Chang, Ernest"
18479,23573,9329486,"192 -017 -Lindsay, Leann"
18480,23573,9329487,"192 -018 -Al-Bassam, Jawdat"
18481,23573,9329488,"192 -019 -Kaplan, Kenneth"
18482,23573,9329489,"192 -020 -Xu, Lifeng"
18483,23573,9329490,"192 -021 -Rubin, Carol"
18484,23573,9329491,"192 -022 -Kimbrell, Deborah"
18485,23573,9329492,"192 -023 -Crowe, John"
18486,23573,9329493,"192 -024 -Dahmus, Michael"
18487,23573,9329494,"192 -025 -Maloof, Julin"
18488,23573,9329495,"192 -026 -Oneill, Sharman"
18489,23573,9329496,"192 -027 -Ducore, Jonathan"
18490,23573,9329497,"192 -028 -Erickson, Carol"
18491,23573,9329498,"192 -029 -Etzler, Marilynn"
18492,23573,9329499,"192 -030 -Fairclough, Robert"
18493,23573,9329500,"192 -031 -Fisher, Andrew"
18494,23573,9329501,"192 -032 -Fitzgerald, Paul"
18495,23573,9329502,"192 -033 -Gasser, Charles"
18496,23573,9329503,"192 -034 -Liu, Bo"
18497,23573,9329504,"192 -035 -Shiozaki, Kazuhiro"
18498,23573,9329505,"192 -036 -Kliebenstein, Daniel"
18499,23573,9329506,"192 -037 -Hammock, Bruce"
18500,23573,9329507,"192 -038 -Fiehn, Oliver"
18501,23573,9329508,"192 -039 -Harada, John"
18502,23573,9329509,"192 -040 -Harmer, Stacey"
18503,23573,9329510,"192 -041 -Hedrick, Jerry"
18504,23573,9329511,"192 -042 -Ori-Mckenney, Kassan"
18505,23573,9329512,"192 -043 -Hjelmeland, Leonard"
18506,23573,9329513,"192 -044 -Wilson, David"
18507,23573,9329514,"192 -045 -Hunter, Neil"
18508,23573,9329515,"192 -046 -Powers, Ted Edmund"
18509,23573,9329516,"192 -047 -Jue, Thomas"
18510,23573,9329517,"192 -048 -Murphy, Terence"
18511,23573,9329518,"192 -049 -Kiger, John"
18512,23573,9329519,"192 -050 -Carrasco Garcia, Sil"
18513,23573,9329520,"192 -051 -Kowalczykowski, Step"
18514,23573,9329521,"192 -052 -Labavitch, J"
18515,23573,9329522,"192 -053 -Lagarias, J"
18516,23573,9329523,"192 -054 -Leal, Walter"
18517,23573,9329524,"192 -055 -Last, Jerold"
18518,23573,9329525,"192 -056 -Baldwin, Enoch"
18519,23573,9329526,"192 -057 -Engebrecht, Joanne"
18520,23573,9329527,"192 -058 -Lucas, William"
18521,23573,9329528,"192 -059 -Luciw, Paul"
18522,23573,9329529,"192 -060 -Leary, Julie"
18523,23573,9329530,"192 -061 -Stahlberg, Henning"
18524,23573,9329531,"192 -062 -Matthews, Harry"
