,term,coursename,coursesection,Instructor,courseid,book_needed,book_name,book_author,book_edition,book_pubtime,book_ISBN
14,Term: Winter 18 | ,Name: WMS        148             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74078           | ,Required                 ,BODY+SOUL                              ,Author: NELSON        ,Edition: 11     ,Published Date: 2011,ISBN: 9780816676491
15,Term: Winter 18 | ,Name: WMS        148             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74078           | ,Required                 ,CANCER JOURNALS:SPECIAL EDITION        ,Author: LORDE         ,Edition: 97     ,Published Date: 1997,ISBN: 9781879960732
16,Term: Winter 18 | ,Name: WMS        148             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74078           | ,Required                 ,MALIGNANT                              ,Author: JAIN          ,Edition: 13     ,Published Date: 2013,ISBN: 9780520276574
17,Term: Winter 18 | ,Name: WMS        201             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74123           | ,Required                 ,BODY+SOUL                              ,Author: NELSON        ,Edition: 11     ,Published Date: 2011,ISBN: 9780816676491
18,Term: Winter 18 | ,Name: WMS        201             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74123           | ,Required                 ,BUILDING ACCESS                        ,Author: HAMRAIE       ,Edition: ,Published Date: NA,ISBN: 9781517901646
19,Term: Winter 18 | ,Name: WMS        201             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74123           | ,Required                 ,GETTING LOST                           ,Author: LATHER        ,Edition: 07     ,Published Date: 2007,ISBN: 9780791470589
20,Term: Winter 18 | ,Name: WMS        201             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74123           | ,Required                 ,IMPURE SCIENCE                         ,Author: EPSTEIN       ,Edition: 96     ,Published Date: 1996,ISBN: 9780520214453
21,Term: Winter 18 | ,Name: WMS        201             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74123           | ,Required                 ,METHODOLOGY OF OPPRESSED               ,Author: SANDOVAL      ,Edition: 00     ,Published Date: 2000,ISBN: 9780816627370
22,Term: Winter 18 | ,Name: WMS        201             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74123           | ,Required                 ,PUBLIC PRIVATES                        ,Author: KAPSALIS      ,Edition: 97     ,Published Date: 1997,ISBN: 9780822319214
23,Term: Winter 18 | ,Name: WMS        201             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74123           | ,Required                 ,SEIZING THE MEANS OF REPRODUCTION      ,Author: MURPHY        ,Edition: 13     ,Published Date: 2013,ISBN: 9780822353362
24,Term: Winter 18 | ,Name: WMS        201             | ,Section: 001               | ,"Instructor: Giordano, Sara | ",Course ID: 74123           | ,Required                 ,THE RIVER IS IN US                     ,Author: HOOVER        ,Edition: ,Published Date: NA,ISBN: 9781517903039
25,Term: Winter 18 | ,Name: XYZ        001             | ,Section:                   | ,Instructor:  | ,Course ID:                 | ,Required                 ,PROMETHEUS RECONSIDERS FIRE            ,"Author: MACLAINE, BREN",Edition: ,Published Date: NA,ISBN: 9781927502631
